record_id,shap_top_feature,shap_top_value,lime_top_feature,lime_top_value,agreement_score,agreement_tier,label,decision,risk_score,ensemble_confidence,ground_truth,shap_top_k,lime_top_k,lime_source,status,overlap_features,shap_only_features,lime_only_features,interpretation
W5-167,,,,,0.4286,,,,0.5,0.7162,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']","['compliance_severity', 'confidence', 'dst_port_is_any', 'semantic_score', 'src_port_is_any']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_port_numeric', 'reasoning_length']","['dst_port_is_any', 'src_port_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_port_numeric', 'reasoning_length'], LIME flags ['dst_port_is_any', 'src_port_is_any']. Moderate reliability."
W5-168,,,,,0.25,,,,0.5,0.5501,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'action_enc', 'compliance_severity', 'priority_norm', 'src_is_any']",simulated,DISAGREEMENT,"['compliance_severity', 'confidence']","['dst_is_any', 'reasoning_length', 'semantic_score']","['action_enc', 'priority_norm', 'src_is_any']","Significant divergence. SHAP attributes risk to ['dst_is_any', 'reasoning_length', 'semantic_score'], LIME to ['action_enc', 'priority_norm', 'src_is_any']. Policy requires manual review."
W5-169,,,,,0.6667,,,,0.5,0.5889,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'dst_is_any', 'priority_norm']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['priority_norm'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-170,,,,,0.6667,,,,0.5,0.7259,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'compliance_severity', 'priority_norm', 'confidence', 'reasoning_length']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['priority_norm'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-171,,,,,0.6667,,,,0.5,0.5791,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'reasoning_length', 'compliance_severity', 'dst_port_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['dst_port_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-172,,,,,1.0,,,,0.5,0.7146,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['reasoning_length', 'confidence', 'semantic_score', 'compliance_severity', 'dst_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'reasoning_length', 'semantic_score']",[],[],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-173,,,,,0.6667,,,,0.5,0.7275,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'direction_enc', 'reasoning_length', 'compliance_severity']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-174,,,,,0.4286,,,,0.5,0.5457,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'confidence', 'dst_port_is_any', 'dst_is_any', 'dst_port_numeric']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any']","['reasoning_length', 'semantic_score']","['dst_port_is_any', 'dst_port_numeric']","Methods agree on ['compliance_severity', 'confidence', 'dst_is_any'] but diverge: SHAP additionally flags ['reasoning_length', 'semantic_score'], LIME flags ['dst_port_is_any', 'dst_port_numeric']. Moderate reliability."
W5-175,,,,,0.25,,,,0.5,0.7174,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'syntax_valid', 'dst_port_is_any', 'src_port_is_any']",simulated,DISAGREEMENT,"['confidence', 'semantic_score']","['compliance_severity', 'dst_is_any', 'reasoning_length']","['dst_port_is_any', 'src_port_is_any', 'syntax_valid']","Significant divergence. SHAP attributes risk to ['compliance_severity', 'dst_is_any', 'reasoning_length'], LIME to ['dst_port_is_any', 'src_port_is_any', 'syntax_valid']. Policy requires manual review."
W5-176,,,,,0.4286,,,,0.5,0.7206,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'protocol_enc', 'syntax_valid']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['protocol_enc', 'syntax_valid']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['protocol_enc', 'syntax_valid']. Moderate reliability."
W5-177,,,,,0.6667,,,,0.5,0.7291,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'dst_is_any', 'src_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['src_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-178,,,,,0.6667,,,,0.5,0.5465,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'priority_norm', 'compliance_severity', 'semantic_score', 'reasoning_length']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['priority_norm'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-179,,,,,0.4286,,,,0.5,0.7219,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'dst_port_numeric', 'reasoning_length', 'dst_port_is_any']",simulated,PARTIAL_AGREEMENT,"['confidence', 'reasoning_length', 'semantic_score']","['compliance_severity', 'dst_is_any']","['dst_port_is_any', 'dst_port_numeric']","Methods agree on ['confidence', 'reasoning_length', 'semantic_score'] but diverge: SHAP additionally flags ['compliance_severity', 'dst_is_any'], LIME flags ['dst_port_is_any', 'dst_port_numeric']. Moderate reliability."
W5-180,,,,,1.0,,,,0.5,0.7166,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'reasoning_length', 'semantic_score', 'dst_is_any', 'compliance_severity']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'reasoning_length', 'semantic_score']",[],[],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-181,,,,,0.4286,,,,0.5,0.7231,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'compliance_severity', 'reasoning_length', 'priority_norm', 'syntax_valid']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'reasoning_length', 'semantic_score']","['confidence', 'dst_is_any']","['priority_norm', 'syntax_valid']","Methods agree on ['compliance_severity', 'reasoning_length', 'semantic_score'] but diverge: SHAP additionally flags ['confidence', 'dst_is_any'], LIME flags ['priority_norm', 'syntax_valid']. Moderate reliability."
W5-182,,,,,0.6667,,,,0.5,0.5767,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'direction_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-183,,,,,0.6667,,,,0.5,0.7283,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'dst_is_any', 'direction_enc', 'semantic_score']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-184,,,,,0.25,,,,0.5,0.7291,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'src_port_is_any', 'edge_case_count', 'has_complete_cot']",simulated,DISAGREEMENT,"['confidence', 'semantic_score']","['compliance_severity', 'dst_is_any', 'reasoning_length']","['edge_case_count', 'has_complete_cot', 'src_port_is_any']","Significant divergence. SHAP attributes risk to ['compliance_severity', 'dst_is_any', 'reasoning_length'], LIME to ['edge_case_count', 'has_complete_cot', 'src_port_is_any']. Policy requires manual review."
W5-185,,,,,0.4286,,,,0.5,0.719,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'src_is_any', 'dst_is_any', 'semantic_score', 'direction_enc']",simulated,PARTIAL_AGREEMENT,"['confidence', 'dst_is_any', 'semantic_score']","['compliance_severity', 'reasoning_length']","['direction_enc', 'src_is_any']","Methods agree on ['confidence', 'dst_is_any', 'semantic_score'] but diverge: SHAP additionally flags ['compliance_severity', 'reasoning_length'], LIME flags ['direction_enc', 'src_is_any']. Moderate reliability."
W5-186,,,,,0.4286,,,,0.5,0.7198,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'priority_norm', 'compliance_severity', 'direction_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['direction_enc', 'priority_norm']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['direction_enc', 'priority_norm']. Moderate reliability."
W5-187,,,,,0.4286,,,,0.5,0.7158,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'compliance_severity', 'has_complete_cot', 'confidence', 'action_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['action_enc', 'has_complete_cot']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['action_enc', 'has_complete_cot']. Moderate reliability."
W5-188,,,,,0.4286,,,,0.5,0.7202,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'syntax_valid', 'compliance_severity', 'direction_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['direction_enc', 'syntax_valid']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['direction_enc', 'syntax_valid']. Moderate reliability."
W5-189,,,,,0.6667,,,,0.5,0.7287,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'direction_enc', 'semantic_score', 'reasoning_length']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-190,,,,,0.4286,,,,0.5,0.7259,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'src_port_is_any', 'has_complete_cot']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['has_complete_cot', 'src_port_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['has_complete_cot', 'src_port_is_any']. Moderate reliability."
W5-191,,,,,0.6667,,,,0.5,0.7263,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'dst_is_any', 'src_port_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['src_port_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-192,,,,,0.4286,,,,0.5,0.7158,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'direction_enc', 'has_complete_cot', 'compliance_severity', 'semantic_score']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['direction_enc', 'has_complete_cot']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['direction_enc', 'has_complete_cot']. Moderate reliability."
W5-193,,,,,0.4286,,,,0.5,0.5864,,"['compliance_severity', 'confidence', 'semantic_score', 'dst_is_any', 'dst_port_numeric']","['confidence', 'compliance_severity', 'dst_is_any', 'reasoning_length', 'edge_case_count']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any']","['dst_port_numeric', 'semantic_score']","['edge_case_count', 'reasoning_length']","Methods agree on ['compliance_severity', 'confidence', 'dst_is_any'] but diverge: SHAP additionally flags ['dst_port_numeric', 'semantic_score'], LIME flags ['edge_case_count', 'reasoning_length']. Moderate reliability."
W5-194,,,,,0.6667,,,,0.5,0.586,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'reasoning_length', 'syntax_valid']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['syntax_valid'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-195,,,,,0.6667,,,,0.5,0.5767,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'semantic_score', 'confidence', 'edge_case_count', 'dst_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['edge_case_count'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-196,,,,,0.4286,,,,0.5,0.7259,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'reasoning_length', 'compliance_severity', 'src_is_any', 'syntax_valid']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length']","['dst_is_any', 'semantic_score']","['src_is_any', 'syntax_valid']","Methods agree on ['compliance_severity', 'confidence', 'reasoning_length'] but diverge: SHAP additionally flags ['dst_is_any', 'semantic_score'], LIME flags ['src_is_any', 'syntax_valid']. Moderate reliability."
W5-197,,,,,0.4286,,,,0.5,0.7271,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'semantic_score', 'dst_port_numeric', 'action_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['action_enc', 'dst_port_numeric']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['action_enc', 'dst_port_numeric']. Moderate reliability."
W5-198,,,,,0.4286,,,,0.5,0.7138,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'src_port_is_any', 'dst_port_is_any']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['dst_port_is_any', 'src_port_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['dst_port_is_any', 'src_port_is_any']. Moderate reliability."
W5-199,,,,,0.4286,,,,0.5,0.7174,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'confidence', 'semantic_score', 'src_is_any', 'direction_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['direction_enc', 'src_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['direction_enc', 'src_is_any']. Moderate reliability."
W5-200,,,,,0.4286,,,,0.5,0.719,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'syntax_valid', 'src_is_any']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['src_is_any', 'syntax_valid']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['src_is_any', 'syntax_valid']. Moderate reliability."
W5-201,,,,,0.6667,,,,0.5,0.7287,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'src_port_is_any', 'reasoning_length']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['src_port_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-202,,,,,0.4286,,,,0.5,0.7283,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['reasoning_length', 'confidence', 'semantic_score', 'src_is_any', 'has_complete_cot']",simulated,PARTIAL_AGREEMENT,"['confidence', 'reasoning_length', 'semantic_score']","['compliance_severity', 'dst_is_any']","['has_complete_cot', 'src_is_any']","Methods agree on ['confidence', 'reasoning_length', 'semantic_score'] but diverge: SHAP additionally flags ['compliance_severity', 'dst_is_any'], LIME flags ['has_complete_cot', 'src_is_any']. Moderate reliability."
W5-203,,,,,0.4286,,,,0.5,0.5332,,"['compliance_severity', 'confidence', 'semantic_score', 'reasoning_length', 'dst_port_numeric']","['confidence', 'compliance_severity', 'reasoning_length', 'src_is_any', 'syntax_valid']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length']","['dst_port_numeric', 'semantic_score']","['src_is_any', 'syntax_valid']","Methods agree on ['compliance_severity', 'confidence', 'reasoning_length'] but diverge: SHAP additionally flags ['dst_port_numeric', 'semantic_score'], LIME flags ['src_is_any', 'syntax_valid']. Moderate reliability."
W5-204,,,,,0.6667,,,,0.5,0.584,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'confidence', 'semantic_score', 'reasoning_length', 'action_enc']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['action_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-205,,,,,0.25,,,,0.5,0.7142,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_port_numeric']","['semantic_score', 'confidence', 'edge_case_count', 'dst_port_is_any', 'syntax_valid']",simulated,DISAGREEMENT,"['confidence', 'semantic_score']","['compliance_severity', 'dst_port_numeric', 'reasoning_length']","['dst_port_is_any', 'edge_case_count', 'syntax_valid']","Significant divergence. SHAP attributes risk to ['compliance_severity', 'dst_port_numeric', 'reasoning_length'], LIME to ['dst_port_is_any', 'edge_case_count', 'syntax_valid']. Policy requires manual review."
W5-206,,,,,0.6667,,,,0.5,0.5755,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'semantic_score', 'protocol_enc', 'dst_is_any']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['protocol_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-207,,,,,0.6667,,,,0.5,0.7162,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'reasoning_length', 'compliance_severity', 'has_complete_cot']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['has_complete_cot'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-208,,,,,0.4286,,,,0.5,0.7271,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'edge_case_count', 'action_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['action_enc', 'edge_case_count']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['action_enc', 'edge_case_count']. Moderate reliability."
W5-209,,,,,0.4286,,,,0.5,0.5763,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'has_complete_cot', 'syntax_valid']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['has_complete_cot', 'syntax_valid']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['has_complete_cot', 'syntax_valid']. Moderate reliability."
W5-210,,,,,0.6667,,,,0.5,0.7247,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'dst_is_any', 'has_complete_cot']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score']",['reasoning_length'],['has_complete_cot'],"Both methods consistently identify ['compliance_severity', 'confidence', 'dst_is_any', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-211,,,,,0.25,,,,0.5,0.7287,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'has_complete_cot', 'protocol_enc', 'direction_enc']",simulated,DISAGREEMENT,"['confidence', 'semantic_score']","['compliance_severity', 'dst_is_any', 'reasoning_length']","['direction_enc', 'has_complete_cot', 'protocol_enc']","Significant divergence. SHAP attributes risk to ['compliance_severity', 'dst_is_any', 'reasoning_length'], LIME to ['direction_enc', 'has_complete_cot', 'protocol_enc']. Policy requires manual review."
W5-212,,,,,0.4286,,,,0.5,0.5767,,"['confidence', 'compliance_severity', 'semantic_score', 'reasoning_length', 'dst_is_any']","['compliance_severity', 'confidence', 'src_is_any', 'has_complete_cot', 'semantic_score']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['has_complete_cot', 'src_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['has_complete_cot', 'src_is_any']. Moderate reliability."
W5-213,,,,,0.6667,,,,0.5,0.7211,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'confidence', 'compliance_severity', 'src_is_any', 'reasoning_length']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['src_is_any'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-214,,,,,0.6667,,,,0.5,0.7182,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'semantic_score', 'compliance_severity', 'direction_enc', 'reasoning_length']",simulated,STRONG_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score']",['dst_is_any'],['direction_enc'],"Both methods consistently identify ['compliance_severity', 'confidence', 'reasoning_length', 'semantic_score'] as primary risk drivers. High explanation reliability."
W5-215,,,,,0.4286,,,,0.5,0.7291,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'semantic_score', 'src_is_any', 'dst_port_is_any']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['dst_port_is_any', 'src_is_any']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['dst_port_is_any', 'src_is_any']. Moderate reliability."
W5-216,,,,,0.4286,,,,0.5,0.7142,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'semantic_score', 'edge_case_count', 'protocol_enc']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'semantic_score']","['dst_is_any', 'reasoning_length']","['edge_case_count', 'protocol_enc']","Methods agree on ['compliance_severity', 'confidence', 'semantic_score'] but diverge: SHAP additionally flags ['dst_is_any', 'reasoning_length'], LIME flags ['edge_case_count', 'protocol_enc']. Moderate reliability."
W5-217,,,,,0.4286,,,,0.5,0.7194,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['confidence', 'compliance_severity', 'reasoning_length', 'protocol_enc', 'edge_case_count']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'confidence', 'reasoning_length']","['dst_is_any', 'semantic_score']","['edge_case_count', 'protocol_enc']","Methods agree on ['compliance_severity', 'confidence', 'reasoning_length'] but diverge: SHAP additionally flags ['dst_is_any', 'semantic_score'], LIME flags ['edge_case_count', 'protocol_enc']. Moderate reliability."
W5-218,,,,,0.4286,,,,0.5,0.7186,,"['confidence', 'semantic_score', 'compliance_severity', 'reasoning_length', 'dst_is_any']","['semantic_score', 'reasoning_length', 'syntax_valid', 'edge_case_count', 'compliance_severity']",simulated,PARTIAL_AGREEMENT,"['compliance_severity', 'reasoning_length', 'semantic_score']","['confidence', 'dst_is_any']","['edge_case_count', 'syntax_valid']","Methods agree on ['compliance_severity', 'reasoning_length', 'semantic_score'] but diverge: SHAP additionally flags ['confidence', 'dst_is_any'], LIME flags ['edge_case_count', 'syntax_valid']. Moderate reliability."
